"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Total Cites,Journal Impact Factor,Eigenfactor Score
10859,WATERBIRDS,WATERBIRDS,"1,201",0.654,0.000820
10861,AGROCHIMICA,AGROCHIMICA,221,0.653,0.000160
10861,Advances in Condensed Matter Physics,ADV COND MATTER PHYS,549,0.653,0.001160
10861,Communication Culture & Critique,COMMUN CULT CRIT,324,0.653,0.000700
10861,JOURNAL OF ECONOMIC EDUCATION,J ECON EDUC,797,0.653,0.000330
10861,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,S AFR J ANIM SCI,"1,029",0.653,0.000820
10866,Czech Journal of Genetics and Plant Breeding,CZECH J GENET PLANT,275,0.652,0.000280
10866,ESAIM-Probability and Statistics,ESAIM-PROBAB STAT,329,0.652,0.001560
10866,INTEGRAL EQUATIONS AND OPERATOR THEORY,INTEGR EQUAT OPER TH,"1,346",0.652,0.003350
10866,Journal of Politeness Research-Language Behaviour Culture,J POLITENESS RES-LAN,411,0.652,0.000530
10866,Journal of the Faculty of Engineering and Architecture of Gazi University,J FAC ENG ARCHIT GAZ,537,0.652,0.000240
10866,New Medit,NEW MEDIT,257,0.652,0.000240
10866,SEMINARS IN ROENTGENOLOGY,SEMIN ROENTGENOL,410,0.652,0.000480
10873,HORTTECHNOLOGY,HORTTECHNOLOGY,"2,131",0.651,0.001160
10873,JAPAN AND THE WORLD ECONOMY,JPN WORLD ECON,470,0.651,0.000410
10873,JOURNAL OF LEGAL EDUCATION,J LEGAL EDUC,360,0.651,0.000300
10873,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,J CHIN INST ENG,660,0.651,0.000610
10873,Journal of Superhard Materials,J SUPERHARD MATER+,424,0.651,0.000300
10878,Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,393,0.650,0.000390
10878,Annals of Combinatorics,ANN COMB,449,0.650,0.002060
10878,JOURNAL OF LABOR RESEARCH,J LABOR RES,538,0.650,0.000670
10878,Journal of Community Health Nursing,J COMMUN HEALTH NURS,341,0.650,0.000340
10878,Journal of Community Health Nursing,J COMMUN HEALTH NURS,341,0.650,0.000340
10878,Politics Philosophy & Economics,POLIT PHILOS ECON,248,0.650,0.000640
10878,SPORTVERLETZUNG-SPORTSCHADEN,SPORTVERLETZ SPORTSC,183,0.650,0.000140
10878,Zeitschrift fur Sprachwissenschaft,Z SPRACHWISS,116,0.650,0.000140
10886,Revista Brasileira de Engenharia Agricola e Ambiental,REV BRAS ENG AGR AMB,"1,753",0.649,0.001950
10886,Social Work in Public Health,SOC WORK PUBLIC HLTH,430,0.649,0.001010
10888,ZYGON,ZYGON,513,0.648,0.000140
10889,DOKLADY PHYSICS,DOKL PHYS,867,0.647,0.001140
10889,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,EUR REV APPL PSYCHOL,557,0.647,0.000640
10889,Journal of Demographic Economics,J DEMOGR ECON,63,0.647,0.000820
10889,Revista de Psicologia del Deporte,REV PSICOL DEPORTE,884,0.647,0.000590
10889,Science Technology and Society,SCI TECHNOL SOC,271,0.647,0.000280
10889,TROPICAL ECOLOGY,TROP ECOL,706,0.647,0.000770
10895,HARVARD JOURNAL OF LAW AND PUBLIC POLICY,HARVARD J LAW PUBL P,558,0.646,0.000650
10895,Historia y Politica,HIST POLIT,199,0.646,0.000280
10895,POLITICAL SCIENCE QUARTERLY,POLIT SCI QUART,"1,262",0.646,0.000550
10898,European Journal of Law and Economics,EUR J LAW ECON,479,0.645,0.000760
10898,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,IRISH J AGR FOOD RES,413,0.645,0.000300
10900,ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATH SIN,"1,579",0.644,0.003720
10900,ACTA PHYSICA SINICA,ACTA PHYS SIN-CH ED,"6,273",0.644,0.006200
10900,COMPUTER ANIMATION AND VIRTUAL WORLDS,COMPUT ANIMAT VIRT W,510,0.644,0.000880
10900,CUTIS,CUTIS,"1,628",0.644,0.001320
10900,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,425,0.644,0.000460
10900,Iranian Red Crescent Medical Journal,IRAN RED CRESCENT ME,"1,897",0.644,0.003530
10900,JOURNAL OF FUSION ENERGY,J FUSION ENERG,604,0.644,0.001400
10900,Journal of Agrometeorology,J AGROMETEOROL,410,0.644,0.000290
10900,Macedonian Journal of Chemistry and Chemical Engineering,MACED J CHEM CHEM EN,177,0.644,0.000210
10900,NATIONAL MEDICAL JOURNAL OF INDIA,NATL MED J INDIA,725,0.644,0.000550
10900,STUDIA PSYCHOLOGICA,STUD PSYCHOL,281,0.644,0.000290
10900,Tehnicki Vjesnik-Technical Gazette,TEH VJESN,"1,036",0.644,0.001170
10912,ASTROPHYSICS,ASTROPHYSICS+,397,0.643,0.000430
10912,RUSSIAN JOURNAL OF GENERAL CHEMISTRY,RUSS J GEN CHEM+,"3,556",0.643,0.002070
10912,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,ULUS TRAVMA ACIL CER,760,0.643,0.000920
10912,Zeitschrift fur Gesundheitspsychologie,Z GESUNDHEITSPSYCHOL,140,0.643,0.000190
10916,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,AUST NZ J STAT,602,0.642,0.001200
10916,DOKLADY PHYSICAL CHEMISTRY,DOKL PHYS CHEM,418,0.642,0.000460
10916,Estudios Atacamenos,ESTUD ATACAMENOS,367,0.642,0.000300
10916,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,J PAK MED ASSOC,"3,344",0.642,0.003170
10916,WOOD RESEARCH,WOOD RES-SLOVAKIA,520,0.642,0.000610
10921,Climate Change Economics,CLIM CHANG ECON,366,0.641,0.000980
10921,ERDE,ERDE,219,0.641,0.000260
10921,ERDE,ERDE,219,0.641,0.000260
10921,JOURNAL OF AFRICAN HISTORY,J AFR HIST,981,0.641,0.000630
10921,Journal of Consumer Protection and Food Safety,J CONSUM PROT FOOD S,427,0.641,0.000440
10921,Journal of Transportation Engineering Part A-Systems,J TRANSP ENG A-SYST,72,0.641,0.000150
10921,Metallurgical Research & Technology,METALL RES TECHNOL,181,0.641,0.000380
10921,Physics of Wave Phenomena,PHYS WAVE PHENOM,201,0.641,0.000290
10929,METRIKA,METRIKA,835,0.640,0.001210
10929,Progress in Community Health Partnerships-Research Education and Action,PROG COMM HLTH PARTN,488,0.640,0.000990
10931,JOURNAL OF ANTHROPOLOGICAL RESEARCH,J ANTHROPOL RES,925,0.639,0.000490
10931,RAIRO-OPERATIONS RESEARCH,RAIRO-OPER RES,393,0.639,0.000550
10933,AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,719,0.638,0.000250
10933,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,AN STI U OVID CO-MAT,269,0.638,0.000530
10933,Digest Journal of Nanomaterials and Biostructures,DIG J NANOMATER BIOS,"1,654",0.638,0.001090
10933,German Economic Review,GER ECON REV,441,0.638,0.000790
10933,NAGOYA MATHEMATICAL JOURNAL,NAGOYA MATH J,992,0.638,0.001610
10933,PHYSICS TEACHER,PHYS TEACH,"1,115",0.638,0.000910
10933,Water Resources,WATER RESOUR+,713,0.638,0.000660
10940,DOKLADY EARTH SCIENCES,DOKL EARTH SCI,"2,653",0.637,0.003310
10940,TECHNICAL PHYSICS,TECH PHYS+,"3,083",0.637,0.002740
10942,AQUATIC MAMMALS,AQUAT MAMM,"1,136",0.636,0.000810
10942,BULLETIN OF THE MENNINGER CLINIC,B MENNINGER CLIN,460,0.636,0.000370
10942,Central European Journal of Public Health,CENT EUR J PUBL HEAL,664,0.636,0.000890
10942,Central European Journal of Public Health,CENT EUR J PUBL HEAL,664,0.636,0.000890
10942,ECOLOGY LAW QUARTERLY,ECOL LAW QUART,341,0.636,0.000200
10942,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,INT J FINANC ECON,522,0.636,0.000370
10942,Journal of Electrical Engineering-Elektrotechnicky Casopis,J ELECTR ENG-SLOVAK,566,0.636,0.000430
10942,Materials Science-Medziagotyra,MATER SCI-MEDZG,645,0.636,0.000580
10942,QUARTERLY JOURNAL OF MATHEMATICS,Q J MATH,"1,478",0.636,0.002960
10942,RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,RUSS J COORD CHEM+,"1,132",0.636,0.000560
10942,Radiation Effects and Defects in Solids,RADIAT EFF DEFECT S,"1,330",0.636,0.000820
10942,VETERINARNI MEDICINA,VET MED-CZECH,"1,510",0.636,0.001120
10954,ACTA MEDICA OKAYAMA,ACTA MED OKAYAMA,756,0.635,0.000680
10954,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,DEUT MED WOCHENSCHR,"1,845",0.635,0.001300
10954,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,FORTSCHR NEUROL PSYC,534,0.635,0.000460
10954,JOURNAL OF INORGANIC MATERIALS,J INORG MATER,"1,154",0.635,0.001040
10954,Revista Espanola de Salud Publica,REV ESP SALUD PUBLIC,629,0.635,0.000710
10959,HIGH ENERGY CHEMISTRY,HIGH ENERG CHEM+,655,0.634,0.000530
10959,INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,INDIAN J PHARM SCI,"2,237",0.634,0.001090
10959,JOURNAL OF MATHEMATICAL ECONOMICS,J MATH ECON,"1,401",0.634,0.003840
10959,JOURNAL OF MATHEMATICAL ECONOMICS,J MATH ECON,"1,401",0.634,0.003840
10959,Journal of Environmental Protection and Ecology,J ENVIRON PROT ECOL,976,0.634,0.000560
10959,Wilson Journal of Ornithology,WILSON J ORNITHOL,971,0.634,0.001510
10965,BIOCELL,BIOCELL,294,0.633,0.000060
10965,ZEITSCHRIFT FUR SOZIOLOGIE,Z SOZIOL,832,0.633,0.000460
10967,Clinica y Salud,CLIN SALUD,207,0.632,0.000110
10967,Homology Homotopy and Applications,HOMOL HOMOTOPY APPL,327,0.632,0.001820
10967,Journal of Logical and Algebraic Methods in Programming,J LOG ALGEBR METHODS,122,0.632,0.000900
10967,Journal of the Optical Society of Korea,J OPT SOC KOREA,500,0.632,0.000700
10967,Russian Meteorology and Hydrology,RUSS METEOROL HYDRO+,721,0.632,0.000730
10972,ORTHOPADE,ORTHOPADE,"1,128",0.631,0.001070
10972,Zeitschrift fur Orthopadie und Unfallchirurgie,Z ORTHOP UNFALLCHIR,399,0.631,0.000520
10974,Acoustics Australia,ACOUST AUST,205,0.630,0.000310
10974,JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,J CHEM CRYSTALLOGR,872,0.630,0.000270
10974,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,J KOREAN PHYS SOC,"3,798",0.630,0.003780
10974,Notarzt,NOTARZT,85,0.630,0.000080
10974,REVUE SUISSE DE ZOOLOGIE,REV SUISSE ZOOL,"1,111",0.630,0.000350
10979,Dyna,DYNA-BILBAO,162,0.629,0.000150
10979,Food Culture & Society,FOOD CULT SOC,307,0.629,0.000600
10979,Prague Economic Papers,PRAGUE ECON PAP,259,0.629,0.000210
10982,Acta Paulista de Enfermagem,ACTA PAUL ENFERM,906,0.628,0.000580
10982,Acta Paulista de Enfermagem,ACTA PAUL ENFERM,906,0.628,0.000580
10982,Revista Romana de Materiale-Romanian Journal of Materials,REV ROM MATER,221,0.628,0.000200
10985,European Journal for Philosophy of Science,EUR J PHILOS SCI,228,0.627,0.000590
10985,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,J CHEM ENG JPN,"2,372",0.627,0.000810
10985,JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,J VISUAL IMPAIR BLIN,982,0.627,0.000400
10985,Journal of Competition Law & Economics,J COMPET LAW ECON,352,0.627,0.000800
10985,LIBRARY TRENDS,LIBR TRENDS,673,0.627,0.000340
10990,Fetal and Pediatric Pathology,FETAL PEDIATR PATHOL,345,0.626,0.000600
10990,GLASS AND CERAMICS,GLASS CERAM+,761,0.626,0.000450
10992,DOKLADY MATHEMATICS,DOKL MATH,"1,019",0.625,0.003490
10992,ECOSCIENCE,ECOSCIENCE,"1,824",0.625,0.000410
10992,Geneva Risk and Insurance Review,GENEVA RISK INS REV,95,0.625,0.000240
10992,Groups Geometry and Dynamics,GROUP GEOM DYNAM,303,0.625,0.003170
10992,Hydrologie und Wasserbewirtschaftung,HYDROL WASSERBEWIRTS,120,0.625,0.000220
10992,International Journal of Psychological Research,INT J PSYCHOL RES,351,0.625,0.000210
10992,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,J ELECTRON TEST,417,0.625,0.000540
10992,JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,502,0.625,0.000340
10992,MAIN GROUP CHEMISTRY,MAIN GROUP CHEM,183,0.625,0.000110
10992,Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,114,0.625,0.000090
10992,Russian Physics Journal,RUSS PHYS J+,"1,531",0.625,0.001000
10992,SOCIAL COMPASS,SOC COMPASS,594,0.625,0.000390
10992,SOCIOLOGICAL SPECTRUM,SOCIOL SPECTRUM,614,0.625,0.000540
10992,Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,"1,163",0.625,0.001390
11006,Nephrology Nursing Journal,NEPHROL NURS J,584,0.624,0.000420
11006,Nephrology Nursing Journal,NEPHROL NURS J,584,0.624,0.000420
11006,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,NOT BOT HORTI AGROBO,927,0.624,0.000980
11009,ELECTRONIC COMMUNICATIONS IN PROBABILITY,ELECTRON COMMUN PROB,723,0.623,0.005050
11009,HORTICULTURAL SCIENCE,HORTIC SCI,337,0.623,0.000250
11009,ZENTRALBLATT FUR CHIRURGIE,ZBL CHIR,748,0.623,0.000490
11012,Bauingenieur,BAUINGENIEUR-GERMANY,298,0.622,0.000700
11012,INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,INDIAN ECON SOC HIST,374,0.622,0.000370
11012,Iranian Studies,IRAN STUD-UK,357,0.622,0.000500
11012,QUIMICA NOVA,QUIM NOVA,"5,142",0.622,0.002040
11016,JOURNAL OF BLACK STUDIES,J BLACK STUD,832,0.621,0.000640
11016,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,J AM HELICOPTER SOC,917,0.621,0.000710
11016,Journal of Hard Tissue Biology,J HARD TISSUE BIOL,219,0.621,0.000340
11019,Computer Science and Information Systems,COMPUT SCI INF SYST,400,0.620,0.000540
11020,FOOD AND DRUG LAW JOURNAL,FOOD DRUG LAW J,266,0.619,0.000270
11020,FOOD AND DRUG LAW JOURNAL,FOOD DRUG LAW J,266,0.619,0.000270
11020,MIDDLE EAST JOURNAL,MIDDLE EAST J,504,0.619,0.000530
11020,Quaestiones Mathematicae,QUAEST MATH,506,0.619,0.001240
11020,SOTSIOLOGICHESKIE ISSLEDOVANIYA,SOTSIOL ISSLED+,"1,209",0.619,0.000320
11020,Sahara J-Journal of Social Aspects of HIV-AIDS,SAHARA J-J SOC ASP H,322,0.619,0.000490
11020,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,TRENDS GLYCOSCI GLYC,275,0.619,0.000120
11027,Asian Journal of Criminology,ASIAN J CRIMINOL,140,0.618,0.000240
11027,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,J AM MOSQUITO CONTR,"2,211",0.618,0.001020
11027,PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,PAK J AGR SCI,869,0.618,0.001150
11027,REDIA-GIORNALE DI ZOOLOGIA,REDIA,441,0.618,0.000280
11027,Travail Genre et Societes,TRAV GENRE SOC,103,0.618,0.000150
11032,HUMAN STUDIES,HUM STUD,700,0.617,0.000460
11032,Journal of Pseudo-Differential Operators and Applications,J PSEUDO-DIFFER OPER,147,0.617,0.000810
11032,Revista de Historia Industrial,REV HIST INDUST,206,0.617,0.000280
11035,Environment Protection Engineering,ENVIRON PROT ENG,474,0.616,0.000420
11035,Journal of Balkan and Near Eastern Studies,J BALKAN NEAR E STUD,214,0.616,0.000470
11037,HISTORY AND THEORY,HIST THEORY,"1,110",0.615,0.000830
11037,INTERNATIONAL JOURNAL OF GAME THEORY,INT J GAME THEORY,"1,422",0.615,0.002100
11037,INTERNATIONAL JOURNAL OF GAME THEORY,INT J GAME THEORY,"1,422",0.615,0.002100
11037,JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,583,0.615,0.000600
11037,NATURAL RESOURCES JOURNAL,NAT RESOUR J,407,0.615,0.000200
11037,STATISTICS & PROBABILITY LETTERS,STAT PROBABIL LETT,"4,243",0.615,0.008620
11037,WOMEN & THERAPY,WOMEN THER,415,0.615,0.000210
11044,ANTI-CORROSION METHODS AND MATERIALS,ANTI-CORROS METHOD M,609,0.614,0.000290
11044,European Journal of Futures Research,EUR J FUTURES RES,135,0.614,0.000220
11044,INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,INDIAN J CHEM TECHN,929,0.614,0.000350
11044,Idojaras,IDOJARAS,212,0.614,0.000350
11044,Journal of Early Modern History,J EARLY MOD HIST,153,0.614,0.000270
11044,Law and History Review,LAW HIST REV,361,0.614,0.000460
11044,MAIN GROUP METAL CHEMISTRY,MAIN GROUP MET CHEM,176,0.614,0.000060
11044,Nuclear Technology & Radiation Protection,NUCL TECHNOL RADIAT,205,0.614,0.000360
11044,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,P I CIVIL ENG-MUNIC,231,0.614,0.000150
11053,Ethiopian Journal of Health Development,ETHIOP J HEALTH DEV,566,0.613,0.000260
11053,Ethiopian Journal of Health Development,ETHIOP J HEALTH DEV,566,0.613,0.000260
11053,Glass Technology-European Journal of Glass Science and Technology Part A,GLASS TECHNOL-PART A,375,0.613,0.000120
11053,JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,462,0.613,0.000320
11057,Doklady Biochemistry and Biophysics,DOKL BIOCHEM BIOPHYS,427,0.612,0.000610
11057,Intelligent Data Analysis,INTELL DATA ANAL,964,0.612,0.000860
11057,MATHEMATICAL NOTES,MATH NOTES+,"2,531",0.612,0.004710
11060,ASIAN SURVEY,ASIAN SURV,"1,392",0.611,0.001010
11060,AUSTRALIAN JOURNAL OF ZOOLOGY,AUST J ZOOL,"1,817",0.611,0.000890
11060,Asian Economic Papers,ASIAN ECON PAP,222,0.611,0.000260
11060,COMPTES RENDUS MATHEMATIQUE,CR MATH,"2,494",0.611,0.007510
11060,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,INT J ENG EDUC,"1,360",0.611,0.000790
11060,New Zealand Geographer,NEW ZEAL GEOGR,239,0.611,0.000220
11060,Sociologus,SOCIOLOGUS,73,0.611,0.000100
11067,AMERICAN JOURNAL OF FAMILY THERAPY,AM J FAM THER,707,0.610,0.000430
11067,AMERICAN SURGEON,AM SURGEON,"6,166",0.610,0.006410
11067,JOURNAL OF APPLIED PROBABILITY,J APPL PROBAB,"3,230",0.610,0.003620
11067,JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,J PALAEONTOL SOC IND,339,0.610,0.000260
11067,PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,P EDINBURGH MATH SOC,942,0.610,0.002060
11067,Reviews in Cardiovascular Medicine,REV CARDIOVASC MED,262,0.610,0.000400
11073,ACTA PHYSICA POLONICA B,ACTA PHYS POL B,"1,940",0.609,0.002430
11073,ELECTROMAGNETICS,ELECTROMAGNETICS,508,0.609,0.000350
11073,English World-Wide,ENGL WORLD-WIDE,224,0.609,0.000400
11073,FOREST PRODUCTS JOURNAL,FOREST PROD J,"2,332",0.609,0.000480
11073,LOGIC JOURNAL OF THE IGPL,LOG J IGPL,322,0.609,0.000800
11073,PSYCHOANALYTIC QUARTERLY,PSYCHOANAL QUART,847,0.609,0.001410
11079,COMPUTER SYSTEMS SCIENCE AND ENGINEERING,COMPUT SYST SCI ENG,178,0.608,0.000160
11079,JOURNAL OF ADULT DEVELOPMENT,J ADULT DEV,715,0.608,0.000370
11079,SOCIOLOGICAL INQUIRY,SOCIOL INQ,"1,302",0.608,0.001030
11079,Structural Engineering International,STRUCT ENG INT,611,0.608,0.000600
11083,BELGIAN JOURNAL OF ZOOLOGY,BELG J ZOOL,420,0.607,0.000220
11083,Brazilian Journal of Poultry Science,BRAZ J POULTRY SCI,794,0.607,0.000880
11083,Egitim ve Bilim-Education and Science,EGIT BILIM,597,0.607,0.000470
11083,TURKISH JOURNAL OF ZOOLOGY,TURK J ZOOL,996,0.607,0.001790
11087,Australasian Journal of Early Childhood,AUST J EARLY CHILD,483,0.606,0.000490
11087,Geodetski Vestnik,GEOD VESTN,158,0.606,0.000110
11089,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,DIFFER GEOM APPL,849,0.605,0.002930
11089,Hacettepe Journal of Mathematics and Statistics,HACET J MATH STAT,631,0.605,0.001110
11089,JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,J WUHAN UNIV TECHNOL,"2,089",0.605,0.001670
11089,Notes and Records-The Royal Society Journal of the History of Science,NOTES REC,305,0.605,0.000810
11089,Target-International Journal of Translation Studies,TARGET-NETH,433,0.605,0.000610
11089,World Rabbit Science,WORLD RABBIT SCI,526,0.605,0.000460
11095,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,FINANC UVER,201,0.604,0.000130
11095,PHILOSOPHY OF THE SOCIAL SCIENCES,PHILOS SOC SCI,561,0.604,0.000440
11097,INTERNATIONAL SOCIAL WORK,INT SOC WORK,"1,021",0.603,0.000700
11097,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,JPN J IND APPL MATH,396,0.603,0.000680
11097,Rechtsmedizin,RECHTSMEDIZIN,245,0.603,0.000280
11097,SOCIAL HISTORY OF MEDICINE,SOC HIST MED,553,0.603,0.000880
11097,SOCIAL HISTORY OF MEDICINE,SOC HIST MED,553,0.603,0.000880
11097,THEORY OF COMPUTING SYSTEMS,THEOR COMPUT SYST,650,0.603,0.002380
11097,Turkish Journal Of Medical Sciences,TURK J MED SCI,"1,237",0.603,0.002080
11104,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,B KOREAN CHEM SOC,"5,301",0.602,0.003670
11104,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,J AUST MATH SOC,716,0.602,0.001960
11104,Journal of Marine Science and Technology-Taiwan,J MAR SCI TECH-TAIW,660,0.602,0.000860
11104,TAIWANIA,TAIWANIA,350,0.602,0.000380
11108,Ambix,AMBIX,164,0.600,0.000290
11108,China Petroleum Processing & Petrochemical Technology,CHINA PET PROCESS PE,201,0.600,0.000290
11108,Econ Journal Watch,ECON J WATCH,177,0.600,0.000160
11108,INFOR,INFOR,450,0.600,0.000150
11108,International Journal of Marine and Coastal Law,INT J MAR COAST LAW,213,0.600,0.000340
11108,Iranian Journal of Science and Technology-Transactions of Electrical Engineering,IJST-T ELECTR ENG,47,0.600,0.000060
11108,JOURNAL OF EAST ASIAN LINGUISTICS,J EAST ASIAN LINGUIS,273,0.600,0.000200
11108,JOURNAL OF MARINE RESEARCH,J MAR RES,"2,744",0.600,0.000490
11108,Journal of Mens Health,J MENS HEALTH,303,0.600,0.000180
11108,Journal of Mens Health,J MENS HEALTH,303,0.600,0.000180
11108,Magnetohydrodynamics,MAGNETOHYDRODYNAMICS,675,0.600,0.000840
11108,NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN,NEUES JB MINER ABH,982,0.600,0.000220
11108,PALEONTOLOGICAL RESEARCH,PALEONTOL RES,368,0.600,0.000410
11108,Probability and Mathematical Statistics-Poland,PROBAB MATH STAT-POL,219,0.600,0.000540
11108,Suchttherapie,SUCHTTHERAPIE,74,0.600,0.000100
11108,Terapia Psicologica,TER PSICOL,288,0.600,0.000230
11108,UNIVERSITY OF ILLINOIS LAW REVIEW,U ILLINOIS LAW REV,753,0.600,0.001290
11108,WATER QUALITY RESEARCH JOURNAL OF CANADA,WATER QUAL RES J CAN,557,0.600,0.000230
11126,BOLETIM DO INSTITUTO DE PESCA,BOL INST PESCA,537,0.599,0.000550
11126,IEICE TRANSACTIONS ON ELECTRONICS,IEICE T ELECTRON,"1,240",0.599,0.001350
11128,Boletin de la Asociacion de Geografos Espanoles,B ASOC GEOGR ESP,496,0.598,0.000300
11128,HEMOGLOBIN,HEMOGLOBIN,953,0.598,0.001050
11128,Ingenieria e Investigacion,ING INVEST,219,0.598,0.000180
11128,JOURNAL OF MEDICAL PRIMATOLOGY,J MED PRIMATOL,835,0.598,0.000680
11132,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,GENEVA PAP R I-ISS P,504,0.597,0.000540
11132,Turkish Journal of Mathematics,TURK J MATH,692,0.597,0.001090
11134,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,413,0.596,0.000880
11134,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,J ALGEBRA APPL,947,0.596,0.004500
11134,MINERVA BIOTECNOLOGICA,MINERVA BIOTECNOL,118,0.596,0.000090
11134,Pakistan Journal of Pharmaceutical Sciences,PAK J PHARM SCI,"2,021",0.596,0.002570
11138,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,BRIT J HIST SCI,475,0.595,0.000630
11138,FREQUENZ,FREQUENZ,306,0.595,0.000360
11138,Journal of Cognitive Psychotherapy,J COGN PSYCHOTHER,885,0.595,0.000450
11138,Journal of Nonlinear and Convex Analysis,J NONLINEAR CONVEX A,869,0.595,0.001950
11138,PSIKHOLOGICHESKII ZHURNAL,PSIKHOL ZH,410,0.595,0.000110
11143,FOLIA ZOOLOGICA,FOLIA ZOOL,770,0.594,0.000490
11143,JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,J AM ANIM HOSP ASSOC,"2,146",0.594,0.001290
11143,Panoeconomicus,PANOECONOMICUS,220,0.594,0.000290
11143,tm-Technisches Messen,TM-TECH MESS,284,0.594,0.000250
11147,Algebra and Logic,ALGEBR LOG+,817,0.593,0.001180
11147,CONTINUITY AND CHANGE,CONTINUITY CHANGE,300,0.593,0.000360
11147,INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,INT J VITAM NUTR RES,"1,195",0.593,0.000620
11147,KOVOVE MATERIALY-METALLIC MATERIALS,KOVOVE MATER,348,0.593,0.000300
11151,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,B AUST MATH SOC,"1,612",0.592,0.003230
11151,MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,510,0.592,0.001380
11153,APPLIED ECONOMICS LETTERS,APPL ECON LETT,"2,812",0.591,0.003620
11153,CONTEMPORARY PACIFIC,CONTEMP PACIFIC,376,0.591,0.000110
11153,THEORY OF PROBABILITY AND ITS APPLICATIONS,THEOR PROBAB APPL+,"1,840",0.591,0.001080
11153,TROPICAL DOCTOR,TROP DOCT,868,0.591,0.000620
11157,DOKLADY CHEMISTRY,DOKL CHEM,515,0.590,0.000510
11157,GEOLOGY OF ORE DEPOSITS,GEOL ORE DEPOSIT+,721,0.590,0.000690
11157,INTERNATIONAL JOURNAL OF LEXICOGRAPHY,INT J LEXICOGR,310,0.590,0.000240
11157,POLISH JOURNAL OF ECOLOGY,POL J ECOL,716,0.590,0.000800
